"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Humphreys County, TN"	"47085"	5022	401555	1250.6
	"Jackson County, TN"	"47087"	3348	251845	1329.4
	"Jefferson County, TN"	"47089"	12030	1106330	1087.4
	"Johnson County, TN"	"47091"	4866	394281	1234.1
	"Knox County, TN"	"47093"	89117	9404003	947.6
	"Lake County, TN"	"47095"	2180	169698	1284.6
	"Lauderdale County, TN"	"47097"	6363	596383	1066.9
	"Lawrence County, TN"	"47099"	10924	918429	1189.4
	"Lewis County, TN"	"47101"	3190	261035	1222.1
	"Lincoln County, TN"	"47103"	8846	723465	1222.7
	"Loudon County, TN"	"47105"	12135	1039684	1167.2
	"McMinn County, TN"	"47107"	13723	1138654	1205.2
	"McNairy County, TN"	"47109"	7618	561769	1356.1
	"Macon County, TN"	"47111"	5543	490091	1131.0
	"Madison County, TN"	"47113"	20782	2120739	979.9
	"Marion County, TN"	"47115"	7434	620120	1198.8
	"Marshall County, TN"	"47117"	6855	664215	1032.0
	"Maury County, TN"	"47119"	17657	1785510	988.9
	"Meigs County, TN"	"47121"	3070	255723	1200.5
	"Monroe County, TN"	"47123"	10852	958744	1131.9
	"Montgomery County, TN"	"47125"	24038	3747154	641.5
	"Moore County, TN"	"47127"	1326	136119	974.1
	"Morgan County, TN"	"47129"	4798	466960	1027.5
	"Obion County, TN"	"47131"	8731	693191	1259.5
	"Overton County, TN"	"47133"	6154	473243	1300.4
	"Perry County, TN"	"47135"	2350	171453	1370.6
	"Pickett County, TN"	"47137"	1516	111336	1361.6
	"Polk County, TN"	"47139"	4737	364766	1298.6
	"Putnam County, TN"	"47141"	16145	1563530	1032.6
	"Rhea County, TN"	"47143"	8049	685519	1174.1
	"Roane County, TN"	"47145"	15003	1170207	1282.1
	"Robertson County, TN"	"47147"	13161	1410682	933.0
	"Rutherford County, TN"	"47149"	34849	5667643	614.9
	"Scott County, TN"	"47151"	5384	481496	1118.2
	"Sequatchie County, TN"	"47153"	3107	299827	1036.3
	"Sevier County, TN"	"47155"	19205	1921222	999.6
	"Shelby County, TN"	"47157"	176427	20307649	868.8
	"Smith County, TN"	"47159"	4643	416440	1114.9
	"Stewart County, TN"	"47161"	3464	287531	1204.7
	"Sullivan County, TN"	"47163"	42736	3423929	1248.2
	"Sumner County, TN"	"47165"	29619	3514336	842.8
	"Tipton County, TN"	"47167"	11601	1286392	901.8
	"Trousdale County, TN"	"47169"	2072	181382	1142.3
	"Unicoi County, TN"	"47171"	5831	395143	1475.7
	"Union County, TN"	"47173"	4275	417715	1023.4
	"Van Buren County, TN"	"47175"	1476	122737	1202.6
	"Warren County, TN"	"47177"	10138	872636	1161.8
	"Washington County, TN"	"47179"	28659	2636346	1087.1
	"Wayne County, TN"	"47181"	4224	371554	1136.8
	"Weakley County, TN"	"47183"	8366	753798	1109.8
	"White County, TN"	"47185"	7301	559624	1304.6
	"Williamson County, TN"	"47187"	21741	3990939	544.8
	"Wilson County, TN"	"47189"	20193	2513910	803.3
	"Anderson County, TX"	"48001"	13819	1256976	1099.4
	"Andrews County, TX"	"48003"	2705	336436	804.0
	"Angelina County, TX"	"48005"	18725	1867950	1002.4
	"Aransas County, TX"	"48007"	6995	519808	1345.7
	"Archer County, TX"	"48009"	1718	194894	881.5
	"Armstrong County, TX"	"48011"	619	43288	1430.0
	"Atascosa County, TX"	"48013"	8086	989312	817.3
	"Austin County, TX"	"48015"	6061	606805	998.8
	"Bailey County, TX"	"48017"	1352	152921	884.1
	"Bandera County, TX"	"48019"	4391	448206	979.7
	"Bastrop County, TX"	"48021"	12664	1619517	782.0
	"Baylor County, TX"	"48023"	1399	82854	1688.5
	"Bee County, TX"	"48025"	5352	710723	753.0
	"Bell County, TX"	"48027"	42455	6619482	641.4
	"Bexar County, TX"	"48029"	258866	37395231	692.2
	"Blanco County, TX"	"48031"	2407	225565	1067.1
	"Borden County, TX"	"48033"	105	14422	728.1
	"Bosque County, TX"	"48035"	5630	395196	1424.6
	"Bowie County, TX"	"48037"	22026	2015139	1093.0
	"Brazoria County, TX"	"48039"	44444	6788887	654.7
	"Brazos County, TX"	"48041"	19636	4200418	467.5
	"Brewster County, TX"	"48043"	1716	199683	859.4
	"Briscoe County, TX"	"48045"	434	35973	1206.5
	"Brooks County, TX"	"48047"	1783	162609	1096.5
	"Brown County, TX"	"48049"	10768	834290	1290.7
	"Burleson County, TX"	"48051"	4214	379769	1109.6
	"Burnet County, TX"	"48053"	9690	926459	1045.9
	"Caldwell County, TX"	"48055"	6943	838100	828.4
	"Calhoun County, TX"	"48057"	4298	466308	921.7
	"Callahan County, TX"	"48059"	3576	295277	1211.1
	"Cameron County, TX"	"48061"	52906	8628899	613.1
	"Camp County, TX"	"48063"	3246	270058	1202.0
	"Carson County, TX"	"48065"	1445	136891	1055.6
	"Cass County, TX"	"48067"	8900	664301	1339.8
	"Castro County, TX"	"48069"	1393	173899	801.0
	"Chambers County, TX"	"48071"	5302	752433	704.6
	"Cherokee County, TX"	"48073"	11757	1099831	1069.0
	"Childress County, TX"	"48075"	1754	158996	1103.2
	"Clay County, TX"	"48077"	2552	237152	1076.1
	"Cochran County, TX"	"48079"	735	70009	1049.9
	"Coke County, TX"	"48081"	1202	75781	1586.1
	"Coleman County, TX"	"48083"	3105	191580	1620.7
	"Collin County, TX"	"48085"	70391	16922693	416.0
	"Collingsworth County, TX"	"48087"	953	66723	1428.3
	"Colorado County, TX"	"48089"	5728	456804	1253.9
	"Comal County, TX"	"48091"	21058	2437372	864.0
	"Comanche County, TX"	"48093"	4083	301811	1352.8
	"Concho County, TX"	"48095"	734	85124	862.3
	"Cooke County, TX"	"48097"	8838	847528	1042.8
	"Coryell County, TX"	"48099"	9085	1640622	553.8
	"Cottle County, TX"	"48101"	538	34249	1570.8
	"Crane County, TX"	"48103"	867	95795	905.1
	"Crockett County, TX"	"48105"	848	82883	1023.1
	"Crosby County, TX"	"48107"	1654	137944	1199.0
	"Culberson County, TX"	"48109"	435	54653	795.9
	"Dallam County, TX"	"48111"	1106	146952	752.6
	"Dallas County, TX"	"48113"	328557	52777962	622.5
	"Dawson County, TX"	"48115"	3111	303425	1025.3
	"Deaf Smith County, TX"	"48117"	3390	414621	817.6
	"Delta County, TX"	"48119"	1583	116265	1361.5
	"Denton County, TX"	"48121"	61460	14494566	424.0
	"DeWitt County, TX"	"48123"	5687	445110	1277.7
	"Dickens County, TX"	"48125"	685	53405	1282.7
	"Dimmit County, TX"	"48127"	1963	225274	871.4
	"Donley County, TX"	"48129"	1145	79993	1431.4
	"Duval County, TX"	"48131"	2743	263595	1040.6
	"Eastland County, TX"	"48133"	5896	404297	1458.3
	"Ector County, TX"	"48135"	25382	3081664	823.6
	"Edwards County, TX"	"48137"	451	44087	1023.0
	"Ellis County, TX"	"48139"	23468	3232313	726.0
	"El Paso County, TX"	"48141"	106896	17093880	625.3
	"Erath County, TX"	"48143"	7124	832983	855.2
	"Falls County, TX"	"48145"	4515	390438	1156.4
	"Fannin County, TX"	"48147"	9459	736271	1284.7
	"Fayette County, TX"	"48149"	7000	529705	1321.5
	"Fisher County, TX"	"48151"	1201	88320	1359.8
	"Floyd County, TX"	"48153"	1635	144707	1129.9
	"Foard County, TX"	"48155"	447	29982	1490.9
	"Fort Bend County, TX"	"48157"	53111	12732616	417.1
	"Franklin County, TX"	"48159"	2550	228161	1117.6
	"Freestone County, TX"	"48161"	4752	422396	1125.0
	"Frio County, TX"	"48163"	2876	389290	738.8
	"Gaines County, TX"	"48165"	2454	386498	634.9
	"Galveston County, TX"	"48167"	54213	6482856	836.3
	"Garza County, TX"	"48169"	1139	132615	858.9
	"Gillespie County, TX"	"48171"	7105	533358	1332.1
	"Glasscock County, TX"	"48173"	129	28699	449.5
	"Goliad County, TX"	"48175"	1652	159946	1032.8
	"Gonzales County, TX"	"48177"	4577	436692	1048.1
	"Gray County, TX"	"48179"	6011	493319	1218.5
	"Grayson County, TX"	"48181"	29772	2668311	1115.8
	"Gregg County, TX"	"48183"	27747	2624009	1057.4
	"Grimes County, TX"	"48185"	5758	580243	992.3
	"Guadalupe County, TX"	"48187"	19375	2814538	688.4
	"Hale County, TX"	"48189"	6861	778809	881.0
	"Hall County, TX"	"48191"	1142	74459	1533.7
	"Hamilton County, TX"	"48193"	2960	183315	1614.7
	"Hansford County, TX"	"48195"	1205	119232	1010.6
	"Hardeman County, TX"	"48197"	1128	92953	1213.5
	"Hardin County, TX"	"48199"	11768	1174176	1002.2
	"Harris County, TX"	"48201"	509899	89547003	569.4
	"Harrison County, TX"	"48203"	14020	1425675	983.4
	"Hartley County, TX"	"48205"	947	127745	741.3
	"Haskell County, TX"	"48207"	1891	129020	1465.7
	"Hays County, TX"	"48209"	17784	3500672	508.0
	"Hemphill County, TX"	"48211"	738	82310	896.6
	"Henderson County, TX"	"48213"	21798	1722589	1265.4
	"Hidalgo County, TX"	"48215"	83237	16380793	508.1
	"Hill County, TX"	"48217"	9345	761989	1226.4
	"Hockley County, TX"	"48219"	4672	506532	922.4
	"Hood County, TX"	"48221"	13232	1118924	1182.6
	"Hopkins County, TX"	"48223"	8412	762290	1103.5
	"Houston County, TX"	"48225"	6741	511111	1318.9
	"Howard County, TX"	"48227"	8323	768775	1082.6
	"Hudspeth County, TX"	"48229"	446	80486	554.1
	"Hunt County, TX"	"48231"	18746	1900011	986.6
	"Hutchinson County, TX"	"48233"	5601	487285	1149.4
	"Irion County, TX"	"48235"	286	35447	806.8
	"Jack County, TX"	"48237"	2011	196612	1022.8
	"Jackson County, TX"	"48239"	3411	315664	1080.6
	"Jasper County, TX"	"48241"	9125	782019	1166.9
	"Jeff Davis County, TX"	"48243"	434	49495	876.9
	"Jefferson County, TX"	"48245"	55629	5534105	1005.2
	"Jim Hogg County, TX"	"48247"	1109	114720	966.7
	"Jim Wells County, TX"	"48249"	8326	893073	932.3
	"Johnson County, TX"	"48251"	27126	3303475	821.1
	"Jones County, TX"	"48253"	4390	443311	990.3
	"Karnes County, TX"	"48255"	3364	333403	1009.0
	"Kaufman County, TX"	"48257"	18446	2233432	825.9
	"Kendall County, TX"	"48259"	6777	749720	903.9
	"Kenedy County, TX"	"48261"	76	9204	825.7
	"Kent County, TX"	"48263"	303	17504	1731.0
	"Kerr County, TX"	"48265"	15076	1070452	1408.4
	"Kimble County, TX"	"48267"	1317	98849	1332.3
	"King County, TX"	"48269"	34	6422	529.4
	"Kinney County, TX"	"48271"	817	77934	1048.3
	"Kleberg County, TX"	"48273"	5526	693022	797.4
	"Knox County, TX"	"48275"	1277	84468	1511.8
	"Lamar County, TX"	"48277"	13397	1086373	1233.2
	"Lamb County, TX"	"48279"	3652	307091	1189.2
	"Lampasas County, TX"	"48281"	4476	434224	1030.8
	"La Salle County, TX"	"48283"	1157	150626	768.1
	"Lavaca County, TX"	"48285"	5666	428292	1322.9
	"Lee County, TX"	"48287"	3583	364065	984.2
	"Leon County, TX"	"48289"	4629	363604	1273.1
	"Liberty County, TX"	"48291"	16161	1699385	951.0
	"Limestone County, TX"	"48293"	6237	507641	1228.6
	"Lipscomb County, TX"	"48295"	709	71399	993.0
	"Live Oak County, TX"	"48297"	2463	261346	942.4
	"Llano County, TX"	"48299"	6462	422657	1528.9
	"Loving County, TX"	"48301"	15	2063	Unreliable
	"Lubbock County, TX"	"48303"	50111	6088055	823.1
	"Lynn County, TX"	"48305"	1359	132889	1022.7
	"McCulloch County, TX"	"48307"	2507	179299	1398.2
	"McLennan County, TX"	"48309"	45755	5144458	889.4
	"McMullen County, TX"	"48311"	177	16902	1047.2
	"Madison County, TX"	"48313"	2991	299021	1000.3
	"Marion County, TX"	"48315"	3464	232276	1491.3
	"Martin County, TX"	"48317"	1037	110371	939.6
	"Mason County, TX"	"48319"	1090	87380	1247.4
	"Matagorda County, TX"	"48321"	8193	813900	1006.6
	"Maverick County, TX"	"48323"	7557	1174251	643.6
	"Medina County, TX"	"48325"	8341	1001959	832.5
	"Menard County, TX"	"48327"	771	48829	1579.0
	"Midland County, TX"	"48329"	22137	3100578	714.0
	"Milam County, TX"	"48331"	6508	543951	1196.4
	"Mills County, TX"	"48333"	1553	108175	1435.6
	"Mitchell County, TX"	"48335"	2245	201576	1113.7
	"Montague County, TX"	"48337"	6276	429653	1460.7
	"Montgomery County, TX"	"48339"	64954	9887130	657.0
	"Moore County, TX"	"48341"	3171	465139	681.7
	"Morris County, TX"	"48343"	3897	282858	1377.7
	"Motley County, TX"	"48345"	416	27324	1522.5
	"Nacogdoches County, TX"	"48347"	12513	1388720	901.0
	"Navarro County, TX"	"48349"	11499	1046077	1099.2
	"Newton County, TX"	"48351"	3568	315800	1129.8
	"Nolan County, TX"	"48353"	4171	331723	1257.4
	"Nueces County, TX"	"48355"	59760	7464037	800.6
	"Ochiltree County, TX"	"48357"	1727	216895	796.2
	"Oldham County, TX"	"48359"	353	45700	772.4
	"Orange County, TX"	"48361"	20442	1834351	1114.4
	"Palo Pinto County, TX"	"48363"	7323	613593	1193.5
	"Panola County, TX"	"48365"	5986	513865	1164.9
	"Parker County, TX"	"48367"	20759	2520084	823.7
	"Parmer County, TX"	"48369"	1768	219549	805.3
	"Pecos County, TX"	"48371"	2698	347750	775.8
	"Polk County, TX"	"48373"	13695	1013878	1350.8
	"Potter County, TX"	"48375"	26782	2614034	1024.5
	"Presidio County, TX"	"48377"	987	161489	611.2
	"Rains County, TX"	"48379"	2824	239324	1180.0
	"Randall County, TX"	"48381"	20224	2644844	764.7
	"Reagan County, TX"	"48383"	580	75869	764.5
	"Real County, TX"	"48385"	1046	71861	1455.6
	"Red River County, TX"	"48387"	4461	285769	1561.1
	"Reeves County, TX"	"48389"	2453	305590	802.7
	"Refugio County, TX"	"48391"	2030	162919	1246.0
	"Roberts County, TX"	"48393"	211	19322	1092.0
	"Robertson County, TX"	"48395"	4322	364269	1186.5
	"Rockwall County, TX"	"48397"	10023	1651282	607.0
	"Runnels County, TX"	"48399"	3181	233863	1360.2
	"Rusk County, TX"	"48401"	11923	1135269	1050.2
	"Sabine County, TX"	"48403"	3722	231214	1609.8
	"San Augustine County, TX"	"48405"	2995	192694	1554.3
	"San Jacinto County, TX"	"48407"	6032	571477	1055.5
	"San Patricio County, TX"	"48409"	12869	1465509	878.1
	"San Saba County, TX"	"48411"	1625	132271	1228.5
	"Schleicher County, TX"	"48413"	661	67959	972.6
	"Scurry County, TX"	"48415"	3765	366853	1026.3
	"Shackelford County, TX"	"48417"	832	73168	1137.1
	"Shelby County, TX"	"48419"	6681	558726	1195.8
	"Sherman County, TX"	"48421"	591	67407	876.8
	"Smith County, TX"	"48423"	42009	4523343	928.7
	"Somervell County, TX"	"48425"	1815	179347	1012.0
	"Starr County, TX"	"48427"	8006	1323111	605.1
	"Stephens County, TX"	"48429"	2557	208685	1225.3
	"Sterling County, TX"	"48431"	282	27822	1013.6
	"Stonewall County, TX"	"48433"	518	32036	1616.9
	"Sutton County, TX"	"48435"	761	88835	856.6
	"Swisher County, TX"	"48437"	1843	171892	1072.2
	"Tarrant County, TX"	"48439"	248348	39288156	632.1
	"Taylor County, TX"	"48441"	27909	2890457	965.6
	"Terrell County, TX"	"48443"	247	20191	1223.3
	"Terry County, TX"	"48445"	2848	276558	1029.8
	"Throckmorton County, TX"	"48447"	490	36168	1354.8
	"Titus County, TX"	"48449"	6006	681728	881.0
	"Tom Green County, TX"	"48451"	22841	2438046	936.9
	"Travis County, TX"	"48453"	105668	22660747	466.3
	"Trinity County, TX"	"48455"	4855	315665	1538.0
	"Tyler County, TX"	"48457"	5771	468482	1231.9
	"Upshur County, TX"	"48459"	9700	857114	1131.7
	"Upton County, TX"	"48461"	709	74459	952.2
	"Uvalde County, TX"	"48463"	5325	583579	912.5
	"Val Verde County, TX"	"48465"	7691	1050138	732.4
	"Van Zandt County, TX"	"48467"	13866	1153038	1202.6
	"Victoria County, TX"	"48469"	16961	1930871	878.4
	"Walker County, TX"	"48471"	10598	1480317	715.9
	"Waller County, TX"	"48473"	6334	943882	671.1
	"Ward County, TX"	"48475"	2452	241185	1016.6
	"Washington County, TX"	"48477"	8065	728483	1107.1
	"Webb County, TX"	"48479"	26571	5333013	498.2
	"Wharton County, TX"	"48481"	9194	907291	1013.3
	"Wheeler County, TX"	"48483"	1589	116218	1367.3
	"Wichita County, TX"	"48485"	29307	2892710	1013.1
	"Wilbarger County, TX"	"48487"	3784	297449	1272.2
	"Willacy County, TX"	"48489"	3262	468798	695.8
	"Williamson County, TX"	"48491"	44451	9179013	484.3
	"Wilson County, TX"	"48493"	7409	926303	799.8
	"Winkler County, TX"	"48495"	1626	160332	1014.1
	"Wise County, TX"	"48497"	11213	1298929	863.2
	"Wood County, TX"	"48499"	12762	912558	1398.5
	"Yoakum County, TX"	"48501"	1324	173991	761.0
	"Young County, TX"	"48503"	5720	398210	1436.4
	"Zapata County, TX"	"48505"	1954	298205	655.3
	"Zavala County, TX"	"48507"	2138	259339	824.4
	"Beaver County, UT"	"49001"	1317	139758	942.3
	"Box Elder County, UT"	"49003"	7434	1077843	689.7
	"Cache County, UT"	"49005"	10719	2419907	443.0
	"Carbon County, UT"	"49007"	4679	451734	1035.8
	"Daggett County, UT"	"49009"	154	22193	693.9
	"Davis County, UT"	"49011"	32500	6599322	492.5
	"Duchesne County, UT"	"49013"	2802	390833	716.9
	"Emery County, UT"	"49015"	1938	232130	834.9
	"Garfield County, UT"	"49017"	981	107848	909.6
	"Grand County, UT"	"49019"	1680	199966	840.1
	"Iron County, UT"	"49021"	5802	973462	596.0
	"Juab County, UT"	"49023"	1531	218854	699.6
	"Kane County, UT"	"49025"	1477	151783	973.1
	"Millard County, UT"	"49027"	2301	274555	838.1
	"Morgan County, UT"	"49029"	1053	208538	504.9
	"Piute County, UT"	"49031"	369	32219	1145.3
	"Rich County, UT"	"49033"	319	48383	659.3
	"Salt Lake County, UT"	"49035"	129560	22549024	574.6
	"San Juan County, UT"	"49037"	2101	322395	651.7
	"Sanpete County, UT"	"49039"	4004	591837	676.5
	"Sevier County, UT"	"49041"	4115	447678	919.2
	"Summit County, UT"	"49043"	2792	797931	349.9
	"Tooele County, UT"	"49045"	6636	1241071	534.7
	"Uintah County, UT"	"49047"	4658	695636	669.6
	"Utah County, UT"	"49049"	45491	11060257	411.3
	"Wasatch County, UT"	"49051"	2514	527467	476.6
	"Washington County, UT"	"49053"	23087	2977313	775.4
	"Wayne County, UT"	"49055"	525	58340	899.9
	"Weber County, UT"	"49057"	34593	5002122	691.6
	"Addison County, VT"	"50001"	6374	806534	790.3
	"Bennington County, VT"	"50003"	9350	806065	1160.0
	"Caledonia County, VT"	"50005"	6474	672508	962.7
	"Chittenden County, VT"	"50007"	22572	3431509	657.8
	"Essex County, VT"	"50009"	1426	139067	1025.4
	"Franklin County, VT"	"50011"	8535	1049429	813.3
	"Grand Isle County, VT"	"50013"	1230	155221	792.4
	"Lamoille County, VT"	"50015"	4162	535057	777.9
	"Orange County, VT"	"50017"	5459	635213	859.4
	"Orleans County, VT"	"50019"	6412	592967	1081.3
	"Rutland County, VT"	"50021"	14475	1348978	1073.0
	"Washington County, VT"	"50023"	11374	1295163	878.2
	"Windham County, VT"	"50025"	9445	963706	980.1
	"Windsor County, VT"	"50027"	12604	1243395	1013.7
	"Accomack County, VA"	"51001"	9906	758427	1306.1
	"Albemarle County, VA"	"51003"	15946	2140065	745.1
	"Alleghany County, VA"	"51005"	4876	347039	1405.0
	"Amelia County, VA"	"51007"	3032	272473	1112.8
	"Amherst County, VA"	"51009"	7269	703336	1033.5
	"Appomattox County, VA"	"51011"	3513	324848	1081.4
	"Arlington County, VA"	"51013"	21616	4606116	469.3
	"Augusta County, VA"	"51015"	14065	1582910	888.6
	"Bath County, VA"	"51017"	1396	103107	1353.9
	"Bedford County, VA"	"51019"	13879	1528082	908.3
	"Bland County, VA"	"51021"	1803	147710	1220.6
	"Botetourt County, VA"	"51023"	6637	714109	929.4
	"Brunswick County, VA"	"51025"	4471	381398	1172.3
	"Buchanan County, VA"	"51027"	6678	529981	1260.0
	"Buckingham County, VA"	"51029"	3625	366765	988.4
	"Campbell County, VA"	"51031"	11169	1183012	944.1
	"Caroline County, VA"	"51033"	5505	600269	917.1
	"Carroll County, VA"	"51035"	7788	653565	1191.6
	"Charles City County, VA"	"51036"	1678	155418	1079.7
	"Charlotte County, VA"	"51037"	3516	272423	1290.6
	"Chesterfield County, VA"	"51041"	44303	6826647	649.0
	"Clarke County, VA"	"51043"	3174	305642	1038.5
	"Craig County, VA"	"51045"	1139	112961	1008.3
	"Culpeper County, VA"	"51047"	8179	989924	826.2
	"Cumberland County, VA"	"51049"	2034	211566	961.4
	"Dickenson County, VA"	"51051"	4503	343198	1312.1
	"Dinwiddie County, VA"	"51053"	5464	594928	918.4
	"Essex County, VA"	"51057"	2886	236182	1221.9
	"Fairfax County, VA"	"51059"	103187	23553056	438.1
	"Fauquier County, VA"	"51061"	10909	1419629	768.4
	"Floyd County, VA"	"51063"	3471	330451	1050.4
	"Fluvanna County, VA"	"51065"	4196	544158	771.1
	"Franklin County, VA"	"51067"	11767	1181867	995.6
	"Frederick County, VA"	"51069"	12654	1670173	757.6
	"Giles County, VA"	"51071"	4869	371818	1309.5
	"Gloucester County, VA"	"51073"	7801	801017	973.9
	"Goochland County, VA"	"51075"	3819	455856	837.8
	"Grayson County, VA"	"51077"	4710	351255	1340.9
	"Greene County, VA"	"51079"	3033	396464	765.0
	"Greensville County, VA"	"51081"	2677	259629	1031.1
	"Halifax County, VA"	"51083"	10516	788540	1333.6
	"Hanover County, VA"	"51085"	17421	2173189	801.6
	"Henrico County, VA"	"51087"	55873	6638875	841.6
	"Henry County, VA"	"51089"	14805	1190724	1243.4
	"Highland County, VA"	"51091"	643	51637	1245.2
	"Isle of Wight County, VA"	"51093"	7089	752807	941.7
	"James City County, VA"	"51095"	12694	1420464	893.7
	"King and Queen County, VA"	"51097"	1827	151831	1203.3
	"King George County, VA"	"51099"	3374	497674	678.0
	"King William County, VA"	"51101"	3022	337961	894.2
	"Lancaster County, VA"	"51103"	4532	247276	1832.8
	"Lee County, VA"	"51105"	6785	540949	1254.3
	"Loudoun County, VA"	"51107"	23134	6668052	346.9
	"Louisa County, VA"	"51109"	6485	704961	919.9
	"Lunenburg County, VA"	"51111"	3320	280176	1185.0
	"Madison County, VA"	"51113"	2990	288113	1037.8
	"Mathews County, VA"	"51115"	2740	197200	1389.5
	"Mecklenburg County, VA"	"51117"	9657	702767	1374.1
	"Middlesex County, VA"	"51119"	3330	232229	1433.9
	"Montgomery County, VA"	"51121"	12578	2036689	617.6
	"Nelson County, VA"	"51125"	3822	325763	1173.2
	"New Kent County, VA"	"51127"	2966	398843	743.7
	"Northampton County, VA"	"51131"	4229	273019	1549.0
	"Northumberland County, VA"	"51133"	3891	271059	1435.5
	"Nottoway County, VA"	"51135"	4455	344818	1292.0
	"Orange County, VA"	"51137"	7491	711476	1052.9
	"Page County, VA"	"51139"	6064	522527	1160.5
	"Patrick County, VA"	"51141"	5350	406850	1315.0
	"Pittsylvania County, VA"	"51143"	14784	1366329	1082.0
	"Powhatan County, VA"	"51145"	4022	593944	677.2
	"Prince Edward County, VA"	"51147"	4949	485276	1019.8
	"Prince George County, VA"	"51149"	4578	789861	579.6
	"Prince William County, VA"	"51153"	34277	8586265	399.2
	"Pulaski County, VA"	"51155"	9563	762294	1254.5
	"Rappahannock County, VA"	"51157"	1512	160842	940.1
	"Richmond County, VA"	"51159"	2600	199621	1302.5
	"Roanoke County, VA"	"51161"	20738	2004080	1034.8
	"Rockbridge County, VA"	"51163"	5149	483646	1064.6
	"Rockingham County, VA"	"51165"	14490	1655106	875.5
	"Russell County, VA"	"51167"	7660	623998	1227.6
	"Scott County, VA"	"51169"	6986	499783	1397.8
	"Shenandoah County, VA"	"51171"	9913	895526	1106.9
	"Smyth County, VA"	"51173"	9529	702462	1356.5
	"Southampton County, VA"	"51175"	4098	394795	1038.0
	"Spotsylvania County, VA"	"51177"	16515	2619405	630.5
	"Stafford County, VA"	"51179"	13289	2782739	477.6
	"Surry County, VA"	"51181"	1577	149545	1054.5
	"Sussex County, VA"	"51183"	3045	262049	1162.0
	"Tazewell County, VA"	"51185"	13176	957907	1375.5
	"Warren County, VA"	"51187"	7580	808631	937.4
	"Washington County, VA"	"51191"	13394	1178538	1136.5
	"Westmoreland County, VA"	"51193"	4869	379962	1281.4
	"Wise County, VA"	"51195"	10957	889137	1232.3
	"Wythe County, VA"	"51197"	7924	629545	1258.7
	"York County, VA"	"51199"	8513	1414313	601.9
	"Alexandria city, VA"	"51510"	16623	3107255	535.0
	"Bedford city, VA"	"51515"	1554	92917	1672.5
	"Bristol city, VA"	"51520"	5864	381726	1536.2
	"Buena Vista city, VA"	"51530"	1769	143742	1230.7
	"Charlottesville city, VA"	"51540"	6515	966320	674.2
	"Chesapeake city, VA"	"51550"	35182	4896697	718.5
	"Clifton Forge city, VA"	"51560"	171	8667	1973.0
	"Colonial Heights city, VA"	"51570"	5031	382936	1313.8
	"Covington city, VA"	"51580"	2011	130372	1542.5
	"Danville city, VA"	"51590"	15563	965214	1612.4
	"Emporia city, VA"	"51595"	1930	123331	1564.9
	"Fairfax city, VA"	"51600"	4733	498728	949.0
	"Falls Church city, VA"	"51610"	1818	270479	672.1
	"Franklin city, VA"	"51620"	2953	183467	1609.6
	"Fredericksburg city, VA"	"51630"	4415	541847	814.8
	"Galax city, VA"	"51640"	2645	149498	1769.3
	"Hampton city, VA"	"51650"	26158	3052100	857.0
	"Harrisonburg city, VA"	"51660"	6046	1057483	571.7
	"Hopewell city, VA"	"51670"	6284	492189	1276.7
	"Lexington city, VA"	"51678"	1584	154710	1023.9
	"Lynchburg city, VA"	"51680"	17385	1629294	1067.0
	"Manassas city, VA"	"51683"	4567	842187	542.3
	"Manassas Park city, VA"	"51685"	856	307280	278.6
	"Martinsville city, VA"	"51690"	5616	307683	1825.3
	"Newport News city, VA"	"51700"	32354	3992515	810.4
	"Norfolk city, VA"	"51710"	44046	5325057	827.1
	"Norton city, VA"	"51720"	1027	86537	1186.8
	"Petersburg city, VA"	"51730"	10488	711188	1474.7
	"Poquoson city, VA"	"51735"	2239	263328	850.3
	"Portsmouth city, VA"	"51740"	23475	2129780	1102.2
	"Radford city, VA"	"51750"	2457	368250	667.2
	"Richmond city, VA"	"51760"	44532	4602382	967.6
	"Roanoke city, VA"	"51770"	26879	2129113	1262.5
	"Salem city, VA"	"51775"	6920	548290	1262.1
	"Staunton city, VA"	"51790"	7324	530033	1381.8
	"Suffolk city, VA"	"51800"	15561	1788117	870.2
	"Virginia Beach city, VA"	"51810"	61993	9686672	640.0
	"Waynesboro city, VA"	"51820"	5458	462778	1179.4
	"Williamsburg city, VA"	"51830"	2301	300944	764.6
	"Winchester city, VA"	"51840"	5816	575868	1010.0
	"Adams County, WA"	"53001"	2555	398935	640.5
	"Asotin County, WA"	"53003"	5139	474056	1084.0
	"Benton County, WA"	"53005"	26972	3809359	708.0
	"Chelan County, WA"	"53007"	14029	1580237	887.8
	"Clallam County, WA"	"53009"	20115	1559213	1290.1
	"Clark County, WA"	"53011"	65494	9268749	706.6
	"Columbia County, WA"	"53013"	1154	87991	1311.5
	"Cowlitz County, WA"	"53015"	23178	2221380	1043.4
	"Douglas County, WA"	"53017"	6216	830136	748.8
	"Ferry County, WA"	"53019"	1685	165429	1018.6
	"Franklin County, WA"	"53021"	7685	1632661	470.7
	"Garfield County, WA"	"53023"	596	49867	1195.2
	"Grant County, WA"	"53025"	13853	1907336	726.3
	"Grays Harbor County, WA"	"53027"	17806	1566750	1136.5
	"Island County, WA"	"53029"	14440	1731866	833.8
	"Jefferson County, WA"	"53031"	7277	647078	1124.6
	"King County, WA"	"53033"	269610	43019688	626.7
